"county","date","medi_cal","unemployment","calfresh"
"Kern",2020-06-01,NA,17.5,82052
"Kern",2020-07-01,NA,16.5,79880
"Kern",2020-08-01,NA,13.1,78286
"Kern",2020-09-01,NA,12.4,76998
"Kern",2020-10-01,NA,10.6,73942
"Kern",2020-11-01,NA,9.4,71641
"Kern",2020-12-01,NA,11.3,70804
"Kings",2014-01-01,"43 811",14.5,10051
"Kings",2014-02-01,"44 994",14.6,10085
"Kings",2014-03-01,"47 071",14.4,10142
"Kings",2014-04-01,"47 882",12.5,10267
"Kings",2014-05-01,"48 425",11.3,10266
"Kings",2014-06-01,"49 037",11.7,10215
"Kings",2014-07-01,"49 772",11.4,10210
"Kings",2014-08-01,"50 289",10.5,10206
"Kings",2014-09-01,"50 621",9.5,10155
"Kings",2014-10-01,"51 117",10.1,10066
"Kings",2014-11-01,"51 684",11.1,10126
"Kings",2014-12-01,"52 354",11.4,10259
"Kings",2015-01-01,"53 374",12.8,10270
"Kings",2015-02-01,"54 246",12.4,10304
"Kings",2015-03-01,"54 721",12.3,10505
"Kings",2015-04-01,"55 088",10.9,10570
"Kings",2015-05-01,"55 263",10,10621
"Kings",2015-06-01,"55 023",10.5,10726
"Kings",2015-07-01,"55 440",9.8,10785
"Kings",2015-08-01,"55 951",9,10805
"Kings",2015-09-01,"56 167",8.3,10754
"Kings",2015-10-01,"56 104",9.4,10733
"Kings",2015-11-01,"56 034",10.1,10754
"Kings",2015-12-01,"56 141",10.5,10832
"Kings",2016-01-01,"57 026",11.8,10950
"Kings",2016-02-01,"57 247",11.9,10999
"Kings",2016-03-01,"57 474",12,11035
"Kings",2016-04-01,"57 173",10.2,10868
"Kings",2016-05-01,"57 054",8.8,10833
"Kings",2016-06-01,"57 125",9.9,10837
"Kings",2016-07-01,"57 156",9.4,10726
"Kings",2016-08-01,"57 242",8.8,10804
"Kings",2016-09-01,"56 872",8.3,10720
"Kings",2016-10-01,"56 624",8.9,10696
"Kings",2016-11-01,"56 832",9.3,10669
"Kings",2016-12-01,"56 987",10.3,10697
"Kings",2017-01-01,"57 728",11.4,10813
"Kings",2017-02-01,"58 173",11.7,10755
"Kings",2017-03-01,"58 135",11.2,10818
"Kings",2017-04-01,"57 741",9.6,10690
"Kings",2017-05-01,"57 676",8,10578
"Kings",2017-06-01,"57 614",8.7,10610
"Kings",2017-07-01,"57 544",8.3,10493
"Kings",2017-08-01,"57 863",7.7,10585
"Kings",2017-09-01,"57 753",6.8,10540
"Kings",2017-10-01,"57 784",7,10523
"Kings",2017-11-01,"58 095",7.7,10567
"Kings",2017-12-01,"58 077",8.4,10606
"Kings",2018-01-01,"58 529",9.4,10770
"Kings",2018-02-01,"58 688",9.8,10635
"Kings",2018-03-01,"58 539",9.2,10700
"Kings",2018-04-01,"58 367",8,10649
"Kings",2018-05-01,"58 388",6.9,10595
"Kings",2018-06-01,"58 356",8.2,10610
"Kings",2018-07-01,"58 411",7.4,10468
"Kings",2018-08-01,"58 741",6.7,10485
"Kings",2018-09-01,"58 603",6,10379
"Kings",2018-10-01,"58 711",6.4,10358
"Kings",2018-11-01,"58 902",7,10332
"Kings",2018-12-01,NA,8.2,10289
"Kings",2019-01-01,NA,9.8,10489
"Kings",2019-03-01,NA,10.3,10331
"Kings",2019-04-01,NA,8.3,10270
"Kings",2019-05-01,NA,6.7,10166
"Kings",2019-06-01,NA,7.9,10762
"Kings",2019-07-01,NA,7.8,10940
"Kings",2019-08-01,NA,7,11053
"Kings",2019-09-01,NA,5.7,11145
"Kings",2019-10-01,NA,6.3,11192
"Kings",2019-11-01,NA,7.1,11311
"Kings",2019-12-01,NA,7.7,11367
"Kings",2020-01-01,NA,9.4,11480
"Kings",2020-02-01,NA,9.8,11451
"Kings",2020-03-01,NA,12.3,11536
"Kings",2020-04-01,NA,16.8,12173
"Kings",2020-05-01,NA,16,12555
"Kings",2020-06-01,NA,14.6,12590
"Kings",2020-07-01,NA,13.1,12133
"Kings",2020-08-01,NA,10.7,11891
"Kings",2020-09-01,NA,10.3,11711
"Kings",2020-10-01,NA,9.3,11305
"Kings",2020-11-01,NA,8.9,11081
"Kings",2020-12-01,NA,11,11034
"Lake",2014-01-01,"22 699",10.6,5262
"Lake",2014-02-01,"23 406",10.2,5238
"Lake",2014-03-01,"24 389",10.2,5282
"Lake",2014-04-01,"24 999",9,5383
"Lake",2014-05-01,"25 317",8.4,5411
"Lake",2014-06-01,"25 693",8.5,5457
"Lake",2014-07-01,"26 143",8.9,5525
"Lake",2014-08-01,"26 600",8.3,5596
"Lake",2014-09-01,"27 004",7.9,5641
"Lake",2014-10-01,"27 318",7.9,5693
"Lake",2014-11-01,"27 590",8.6,5736
"Lake",2014-12-01,"28 134",8.8,5826
"Lake",2015-01-01,"28 806",9.4,5936
"Lake",2015-02-01,"29 216",8.7,5960
"Lake",2015-03-01,"29 496",8.4,6082
"Lake",2015-04-01,"29 714",7.4,6132
"Lake",2015-05-01,"29 800",7.1,6177
"Lake",2015-06-01,"29 810",7.3,6194
"Lake",2015-07-01,"30 020",7.5,6253
"Lake",2015-08-01,"30 291",6.7,6287
"Lake",2015-09-01,"30 528",6.5,6487
"Lake",2015-10-01,"30 612",7.2,7319
"Lake",2015-11-01,"30 743",7.4,6576
"Lake",2015-12-01,"30 837",7.6,6603
"Lake",2016-01-01,"31 364",8,6604
"Lake",2016-02-01,"31 505",7.6,6671
"Lake",2016-03-01,"31 690",7.5,6654
"Lake",2016-04-01,"31 732",6.7,6695
"Lake",2016-05-01,"31 580",5.9,6680
"Lake",2016-06-01,"31 630",6.4,6643
"Lake",2016-07-01,"31 695",6.5,6618
"Lake",2016-08-01,"31 872",6.2,6595
"Lake",2016-09-01,"31 923",6,6592
"Lake",2016-10-01,"31 950",6.3,6519
"Lake",2016-11-01,"32 025",6.6,6561
"Lake",2016-12-01,"32 215",7,6505
"Lake",2017-01-01,"32 499",7.3,6481
"Lake",2017-02-01,"32 606",6.9,6450
"Lake",2017-03-01,"32 680",6.4,6452
"Lake",2017-04-01,"32 664",5.7,6428
"Lake",2017-05-01,"32 616",5.2,6430
"Lake",2017-06-01,"32 726",5.5,6388
"Lake",2017-07-01,"32 796",5.7,6351
"Lake",2017-08-01,"32 932",5.4,6406
"Lake",2017-09-01,"33 033",4.8,6385
"Lake",2017-10-01,"33 158",5.1,6578
"Lake",2017-11-01,"33 236",5.3,6355
"Lake",2017-12-01,"33 351",5.6,6320
"Lake",2018-01-01,"33 590",6.1,6396
"Lake",2018-02-01,"33 661",5.7,6303
"Lake",2018-03-01,"33 754",5.5,6313
"Lake",2018-04-01,"33 517",5,6323
"Lake",2018-05-01,"33 338",4.5,6294
"Lake",2018-06-01,"33 100",5.3,6310
"Lake",2018-07-01,"33 026",5,6216
"Lake",2018-08-01,"32 931",4.7,6254
"Lake",2018-09-01,"32 894",4.3,6247
"Lake",2018-10-01,"32 789",4.7,6247
"Lake",2018-11-01,"32 635",4.8,6230
"Lake",2018-12-01,NA,5.6,6229
"Lake",2019-01-01,NA,6.6,6303
"Lake",2019-03-01,NA,6.2,6182
"Lake",2019-04-01,NA,5.1,6118
"Lake",2019-05-01,NA,4.2,6145
"Lake",2019-06-01,NA,4.8,6977
"Lake",2019-07-01,NA,5.1,7239
"Lake",2019-08-01,NA,4.5,7282
"Lake",2019-09-01,NA,3.7,7354
"Lake",2019-10-01,NA,4.1,7435
"Lake",2019-11-01,NA,4.5,7337
"Lake",2019-12-01,NA,5.1,7423
"Lake",2020-01-01,NA,6,7408
"Lake",2020-02-01,NA,5.8,7415
"Lake",2020-03-01,NA,7,7456
"Lake",2020-04-01,NA,15.2,8000
"Lake",2020-05-01,NA,15.4,8248
"Lake",2020-06-01,NA,14.2,8140
"Lake",2020-07-01,NA,11.6,7859
"Lake",2020-08-01,NA,8.8,7768
"Lake",2020-09-01,NA,8.6,7673
"Lake",2020-10-01,NA,7.7,7422
"Lake",2020-11-01,NA,7.3,7311
"Lake",2020-12-01,NA,9,7252
"Lassen",2014-01-01,"6 023",11.3,1488
"Lassen",2014-02-01,"6 234",12.2,1489
"Lassen",2014-03-01,"6 435",11.7,1525
"Lassen",2014-04-01,"6 551",9.8,1570
"Lassen",2014-05-01,"6 617",8.4,1573
"Lassen",2014-06-01,"6 660",8.6,1559
"Lassen",2014-07-01,"6 751",8.7,1536
"Lassen",2014-08-01,"6 841",8.3,1543
"Lassen",2014-09-01,"6 898",7.3,1551
"Lassen",2014-10-01,"6 988",6.7,1574
"Lassen",2014-11-01,"7 059",8,1550
"Lassen",2014-12-01,"7 171",8.3,1546
"Lassen",2015-01-01,"7 328",9.3,1545
"Lassen",2015-02-01,"7 360",9,1520
"Lassen",2015-03-01,"7 403",8.6,1545
"Lassen",2015-04-01,"7 449",7.6,1544
"Lassen",2015-05-01,"7 490",6.8,1569
"Lassen",2015-06-01,"7 505",6.7,1570
"Lassen",2015-07-01,"7 575",6.9,1540
"Lassen",2015-08-01,"7 702",6.4,1553
"Lassen",2015-09-01,"7 749",5.7,1543
"Lassen",2015-10-01,"7 812",5.5,1520
"Lassen",2015-11-01,"7 848",6.5,1530
"Lassen",2015-12-01,"7 823",7.6,1550
"Lassen",2016-01-01,"7 835",8.6,1538
"Lassen",2016-02-01,"7 834",8.9,1563
"Lassen",2016-03-01,"7 846",8.7,1554
"Lassen",2016-04-01,"7 870",7.1,1554
"Lassen",2016-05-01,"7 789",6.1,1555
"Lassen",2016-06-01,"7 800",6.4,1572
"Lassen",2016-07-01,"7 798",6.6,1569
"Lassen",2016-08-01,"7 838",6.1,1568
"Lassen",2016-09-01,"7 848",5.6,1575
"Lassen",2016-10-01,"7 865",5.4,1578
"Lassen",2016-11-01,"7 907",6.4,1594
"Lassen",2016-12-01,"7 897",7.5,1610
"Lassen",2017-01-01,"7 993",7.3,1606
"Lassen",2017-02-01,"8 002",7.5,1578
"Lassen",2017-03-01,"8 024",7.1,1573
"Lassen",2017-04-01,"8 084",6.2,1576
"Lassen",2017-05-01,"8 070",5.1,1580
"Lassen",2017-06-01,"8 066",5.3,1598
"Lassen",2017-07-01,"8 089",5.4,1584
"Lassen",2017-08-01,"8 089",5.1,1582
"Lassen",2017-09-01,"8 096",4.3,1566
"Lassen",2017-10-01,"8 021",4.1,1511
"Lassen",2017-11-01,"8 030",4.7,1517
"Lassen",2017-12-01,"7 966",5.1,1497
"Lassen",2018-01-01,"8 025",5.8,1515
"Lassen",2018-02-01,"7 983",6.3,1521
"Lassen",2018-03-01,"7 942",5.8,1544
"Lassen",2018-04-01,"7 953",4.9,1505
"Lassen",2018-05-01,"7 935",4.1,1494
"Lassen",2018-06-01,"7 861",4.8,1465
"Lassen",2018-07-01,"7 869",4.5,1448
"Lassen",2018-08-01,"7 911",4.4,1463
"Lassen",2018-09-01,"7 940",3.8,1444
"Lassen",2018-10-01,"7 893",3.7,1472
"Lassen",2018-11-01,"7 884",4.1,1477
"Lassen",2018-12-01,NA,4.8,1474
"Lassen",2019-01-01,NA,6.1,1485
"Lassen",2019-03-01,NA,6.5,1460
"Lassen",2019-04-01,NA,5.1,1451
"Lassen",2019-05-01,NA,4,1457
"Lassen",2019-06-01,NA,4.6,1561
"Lassen",2019-07-01,NA,4.7,1644
"Lassen",2019-08-01,NA,4.3,1679
"Lassen",2019-09-01,NA,3.3,1667
"Lassen",2019-10-01,NA,3.2,1685
"Lassen",2019-11-01,NA,3.6,1670
"Lassen",2019-12-01,NA,4.2,1663
"Lassen",2020-01-01,NA,5.6,1673
"Lassen",2020-02-01,NA,5.8,1675
"Lassen",2020-03-01,NA,7.2,1683
"Lassen",2020-04-01,NA,11.6,1829
"Lassen",2020-05-01,NA,10,1948
"Lassen",2020-06-01,NA,9.5,1992
"Lassen",2020-07-01,NA,8.6,1879
"Lassen",2020-08-01,NA,6.7,1847
"Lassen",2020-09-01,NA,6.3,1823
"Lassen",2020-10-01,NA,5.2,1764
"Lassen",2020-11-01,NA,5.3,1732
"Lassen",2020-12-01,NA,7.1,1724
"Los Angeles",2014-01-01,"3 079 489",9.1,573325
"Los Angeles",2014-02-01,"3 146 953",8.8,569557
"Los Angeles",2014-03-01,"3 294 444",8.6,575263
"Los Angeles",2014-04-01,"3 373 845",7.9,576682
"Los Angeles",2014-05-01,"3 418 654",8.1,575276
"Los Angeles",2014-06-01,"3 456 075",8.3,579436
"Los Angeles",2014-07-01,"3 502 479",9,585696
"Los Angeles",2014-08-01,"3 551 370",8.6,594539
"Los Angeles",2014-09-01,"3 585 120",8,588401
"Los Angeles",2014-10-01,"3 622 748",7.8,585664
"Los Angeles",2014-11-01,"3 662 750",7.7,582786
"Los Angeles",2014-12-01,"3 671 212",7.2,587417
"Los Angeles",2015-01-01,"3 676 688",7.9,585716
"Los Angeles",2015-02-01,"3 681 531",7.4,583724
"Los Angeles",2015-03-01,"3 693 763",7,586247
"Los Angeles",2015-04-01,"3 728 723",6.7,584978
"Los Angeles",2015-05-01,"3 751 791",6.8,584304
"Los Angeles",2015-06-01,"3 779 398",6.8,586149
"Los Angeles",2015-07-01,"3 807 563",7.2,588075
"Los Angeles",2015-08-01,"3 844 329",6.6,586748
"Los Angeles",2015-09-01,"3 870 846",6.1,587889
"Los Angeles",2015-10-01,"3 904 313",5.9,586382
"Los Angeles",2015-11-01,"3 935 786",5.7,582920
"Los Angeles",2015-12-01,"4 043 470",5.5,581803
"Los Angeles",2016-01-01,"4 127 284",5.8,574774
"Los Angeles",2016-02-01,"4 151 029",5.4,570720
"Los Angeles",2016-03-01,"4 180 044",5.3,578237
"Los Angeles",2016-04-01,"4 179 728",5,560431
"Los Angeles",2016-05-01,"4 204 673",4.8,558995
"Los Angeles",2016-06-01,"4 200 050",5.3,556786
"Los Angeles",2016-07-01,"4 106 092",5.8,551477
"Los Angeles",2016-08-01,"4 082 116",5.6,555559
"Los Angeles",2016-09-01,"4 006 397",5.3,553594
"Los Angeles",2016-10-01,"4 009 504",5.1,550768
"Los Angeles",2016-11-01,"4 030 961",4.8,549658
"Los Angeles",2016-12-01,"4 039 281",4.7,546067
"Los Angeles",2017-01-01,"4 007 621",5.2,540144
"Los Angeles",2017-02-01,"4 001 614",5,533693
"Los Angeles",2017-03-01,"4 001 484",4.7,535925
"Los Angeles",2017-04-01,"4 008 069",4.4,530579
"Los Angeles",2017-05-01,"3 990 439",4.4,531634
"Los Angeles",2017-06-01,"3 980 822",4.8,531794
"Los Angeles",2017-07-01,"3 972 155",5.3,531015
"Los Angeles",2017-08-01,"3 974 460",5.1,539658
"Los Angeles",2017-09-01,"3 963 323",4.6,543966
"Los Angeles",2017-10-01,"3 963 815",4.4,550197
"Los Angeles",2017-11-01,"3 960 188",4.3,550866
"Los Angeles",2017-12-01,"3 955 869",4.1,554348
"Los Angeles",2018-01-01,"3 968 282",4.7,555624
"Los Angeles",2018-02-01,"3 957 148",4.5,547867
"Los Angeles",2018-03-01,"3 957 046",4.1,553466
"Los Angeles",2018-04-01,"3 936 283",4,549968
"Los Angeles",2018-05-01,"3 925 482",4.1,550424
"Los Angeles",2018-06-01,"3 916 838",4.8,551468
"Los Angeles",2018-07-01,"3 919 903",5.1,549880
"Los Angeles",2018-08-01,"3 912 424",5.1,551618
"Los Angeles",2018-09-01,"3 899 157",4.8,550057
"Los Angeles",2018-10-01,"3 892 285",4.7,548833
"Los Angeles",2018-11-01,"3 874 766",4.6,545804
"Los Angeles",2018-12-01,NA,4.6,543701
"Los Angeles",2019-01-01,NA,4.9,546186
"Los Angeles",2019-03-01,NA,4.4,538105
"Los Angeles",2019-04-01,NA,4,537734
"Los Angeles",2019-05-01,NA,3.9,538656
"Los Angeles",2019-06-01,NA,4.6,594565
"Los Angeles",2019-07-01,NA,5,628409
"Los Angeles",2019-08-01,NA,4.7,648760
"Los Angeles",2019-09-01,NA,4.5,659550
"Los Angeles",2019-10-01,NA,4.5,665549
"Los Angeles",2019-11-01,NA,4.2,669546
"Los Angeles",2019-12-01,NA,4,675274
"Los Angeles",2020-01-01,NA,4.5,674575
"Los Angeles",2020-02-01,NA,4.6,674595
"Los Angeles",2020-03-01,NA,6.4,680466
"Los Angeles",2020-04-01,NA,20.3,752273
"Los Angeles",2020-05-01,NA,20.6,807785
"Los Angeles",2020-06-01,NA,19.5,834828
"Los Angeles",2020-07-01,NA,18.2,821129
"Los Angeles",2020-08-01,NA,16.6,814259
"Los Angeles",2020-09-01,NA,15.1,810634
"Los Angeles",2020-10-01,NA,12.1,778220
"Los Angeles",2020-11-01,NA,10.6,759930
"Los Angeles",2020-12-01,NA,10.7,760063
"Madera",2014-01-01,"55 378",12.5,11221
"Madera",2014-02-01,"56 838",12.6,11313
"Madera",2014-03-01,"59 289",13.2,11466
"Madera",2014-04-01,"60 535",11.6,11593
"Madera",2014-05-01,"61 425",10.6,11672
"Madera",2014-06-01,"62 225",10.7,11624
"Madera",2014-07-01,"62 796",11.1,11507
"Madera",2014-08-01,"63 820",10,11563
"Madera",2014-09-01,"64 275",9,11555
"Madera",2014-10-01,"64 839",9.6,11515
"Madera",2014-11-01,"65 477",11.5,11510
"Madera",2014-12-01,"66 426",11.8,11747
"Madera",2015-01-01,"67 599",12.4,11878
"Madera",2015-02-01,"68 457",11.8,11919
"Madera",2015-03-01,"68 801",12.4,12080
"Madera",2015-04-01,"69 136",11,12125
"Madera",2015-05-01,"69 280",10.4,12141
"Madera",2015-06-01,"69 008",10.3,12172
"Madera",2015-07-01,"68 833",10.4,12063
"Madera",2015-08-01,"69 306",9.2,12137
"Madera",2015-09-01,"69 787",8.3,12103
"Madera",2015-10-01,"69 686",9.2,12081
"Madera",2015-11-01,"69 495",10.2,12146
"Madera",2015-12-01,"69 648",10.3,12273
"Madera",2016-01-01,"70 453",10.5,12348
"Madera",2016-02-01,"70 329",10.1,12337
"Madera",2016-03-01,"70 364",10.9,12366
"Madera",2016-04-01,"69 986",9.8,12187
"Madera",2016-05-01,"69 914",8.5,12095
"Madera",2016-06-01,"70 088",9.2,11967
"Madera",2016-07-01,"70 011",9.3,11896
"Madera",2016-08-01,"70 100",8.3,11899
"Madera",2016-09-01,"70 233",7.6,11825
"Madera",2016-10-01,"70 117",8.2,11771
"Madera",2016-11-01,"70 303",8.8,11713
"Madera",2016-12-01,"70 590",9.7,11810
"Madera",2017-01-01,"70 856",10.2,11830
"Madera",2017-02-01,"70 763",10,11756
"Madera",2017-03-01,"70 969",9.9,11796
"Madera",2017-04-01,"70 776",8.9,11665
"Madera",2017-05-01,"70 513",7.7,11645
"Madera",2017-06-01,"70 487",7.9,11544
"Madera",2017-07-01,"70 328",8,11408
"Madera",2017-08-01,"70 469",7.3,11312
"Madera",2017-09-01,"70 588",6.1,11270
"Madera",2017-10-01,"70 526",6.2,11211
"Madera",2017-11-01,"70 725",6.9,11235
"Madera",2017-12-01,"70 856",7.5,11302
"Madera",2018-01-01,"71 134",8.3,11370
"Madera",2018-02-01,"71 294",8.3,11348
"Madera",2018-03-01,"71 055",8.2,11404
"Madera",2018-04-01,"70 927",7.3,11343
"Madera",2018-05-01,"70 832",6.5,11239
"Madera",2018-06-01,"70 859",7.3,11209
"Madera",2018-07-01,"70 897",7,11057
"Madera",2018-08-01,"70 976",6.2,10990
"Madera",2018-09-01,"70 988",5.4,10844
"Madera",2018-10-01,"71 057",5.9,10795
"Madera",2018-11-01,"71 062",6.2,10717
"Madera",2018-12-01,NA,7.1,10711
"Madera",2019-01-01,NA,8.6,10862
"Madera",2019-03-01,NA,8.9,10686
"Madera",2019-04-01,NA,7.6,10655
"Madera",2019-05-01,NA,6.3,10603
"Madera",2019-06-01,NA,7,10759
"Madera",2019-07-01,NA,7.4,11008
"Madera",2019-08-01,NA,6.5,11160
"Madera",2019-09-01,NA,5,11133
"Madera",2019-10-01,NA,5.4,11160
"Madera",2019-11-01,NA,6.1,11349
"Madera",2019-12-01,NA,6.8,11472
"Madera",2020-01-01,NA,8.1,11550
"Madera",2020-02-01,NA,8,11608
"Madera",2020-03-01,NA,10.5,11680
"Madera",2020-04-01,NA,16.6,12622
"Madera",2020-05-01,NA,15.2,13122
"Madera",2020-06-01,NA,14.1,13359
"Madera",2020-07-01,NA,13,13013
"Madera",2020-08-01,NA,10,12838
"Madera",2020-09-01,NA,9.4,12623
"Madera",2020-10-01,NA,8.5,12139
"Madera",2020-11-01,NA,8.1,11878
"Madera",2020-12-01,NA,9.9,11841
"Marin",2014-01-01,"32 290",4.7,5920
"Marin",2014-02-01,"33 593",4.8,5970
"Marin",2014-03-01,"35 555",4.7,6045
"Marin",2014-04-01,"36 481",4,6107
"Marin",2014-05-01,"37 022",4,6200
"Marin",2014-06-01,"37 328",4.3,6180
"Marin",2014-07-01,"37 870",4.6,6216
"Marin",2014-08-01,"38 442",4.5,6237
"Marin",2014-09-01,"39 085",4,6255
"Marin",2014-10-01,"39 464",4,6311
"Marin",2014-11-01,"39 739",4,6316
"Marin",2014-12-01,"40 061",3.6,6363
"Marin",2015-01-01,"41 746",4,6300
"Marin",2015-02-01,"42 511",3.8,6333
"Marin",2015-03-01,"42 703",3.7,6407
"Marin",2015-04-01,"42 881",3.4,6426
"Marin",2015-05-01,"42 973",3.4,6501
"Marin",2015-06-01,"42 825",3.6,6504
"Marin",2015-07-01,"43 077",3.9,6511
"Marin",2015-08-01,"43 350",3.6,6477
"Marin",2015-09-01,"43 654",3.3,6466
"Marin",2015-10-01,"43 873",3.4,6508
"Marin",2015-11-01,"43 921",3.3,6435
"Marin",2015-12-01,"44 112",3.2,6410
"Marin",2016-01-01,"44 999",3.4,6309
"Marin",2016-02-01,"45 128",3.3,6293
"Marin",2016-03-01,"45 313",3.4,6290
"Marin",2016-04-01,"45 280",3.2,6252
"Marin",2016-05-01,"45 256",2.9,6300
"Marin",2016-06-01,"45 166",3.4,6297
"Marin",2016-07-01,"45 204",3.6,6227
"Marin",2016-08-01,"45 507",3.5,6287
"Marin",2016-09-01,"45 753",3.3,6194
"Marin",2016-10-01,"45 891",3.3,6169
"Marin",2016-11-01,"46 162",3.1,6152
"Marin",2016-12-01,"46 763",3,6181
"Marin",2017-01-01,"47 337",3.4,6130
"Marin",2017-02-01,"47 415",3.2,6014
"Marin",2017-03-01,"47 548",3,5991
"Marin",2017-04-01,"47 522",2.8,5945
"Marin",2017-05-01,"47 484",2.6,5980
"Marin",2017-06-01,"47 648",3,5942
"Marin",2017-07-01,"47 554",3.2,5939
"Marin",2017-08-01,"47 583",3.1,5972
"Marin",2017-09-01,"47 641",2.6,5916
"Marin",2017-10-01,"47 538",2.6,5943
"Marin",2017-11-01,"47 540",2.4,5936
"Marin",2017-12-01,"47 510",2.3,5923
"Marin",2018-01-01,"47 777",2.6,6007
"Marin",2018-02-01,"47 403",2.5,5987
"Marin",2018-03-01,"47 029",2.3,6030
"Marin",2018-04-01,"46 508",2.1,6023
"Marin",2018-05-01,"46 011",2,6039
"Marin",2018-06-01,"45 838",2.7,6080
"Marin",2018-07-01,"45 571",2.5,6023
"Marin",2018-08-01,"45 436",2.4,6001
"Marin",2018-09-01,"45 102",2.2,5905
"Marin",2018-10-01,"44 892",2.3,5929
"Marin",2018-11-01,"44 708",2.2,5848
"Marin",2018-12-01,NA,2.2,5828
"Marin",2019-01-01,NA,2.7,5838
"Marin",2019-03-01,NA,2.7,0
"Marin",2019-04-01,NA,2.1,5725
"Marin",2019-05-01,NA,1.9,5747
"Marin",2019-06-01,NA,2.4,6170
"Marin",2019-07-01,NA,2.5,6389
"Marin",2019-08-01,NA,2.4,6492
"Marin",2019-09-01,NA,1.9,6466
"Marin",2019-10-01,NA,2,6449
"Marin",2019-11-01,NA,2,6536
"Marin",2019-12-01,NA,1.9,6510
"Marin",2020-01-01,NA,2.4,6536
"Marin",2020-02-01,NA,2.3,6543
"Marin",2020-03-01,NA,3,6754
"Marin",2020-04-01,NA,11.1,7957
"Marin",2020-05-01,NA,10.3,8693
"Marin",2020-06-01,NA,10,8889
"Marin",2020-07-01,NA,8.8,8695
"Marin",2020-08-01,NA,7,8706
"Marin",2020-09-01,NA,6.5,8639
"Marin",2020-10-01,NA,5.4,8332
"Marin",2020-11-01,NA,4.7,8151
"Marin",2020-12-01,NA,5.5,8177
"Mariposa",2014-01-01,"3 833",13.2,1017
"Mariposa",2014-02-01,"3 995",12.2,1028
"Mariposa",2014-03-01,"4 175",11.9,1041
"Mariposa",2014-04-01,"4 244",9.1,1032
"Mariposa",2014-05-01,"4 262",7.6,1012
"Mariposa",2014-06-01,"4 288",7.2,1025
"Mariposa",2014-07-01,"4 350",7.4,1005
"Mariposa",2014-08-01,"4 393",7,1012
"Mariposa",2014-09-01,"4 413",6.5,1025
"Mariposa",2014-10-01,"4 499",7,1017
"Mariposa",2014-11-01,"4 512",8.5,1052
"Mariposa",2014-12-01,"4 533",9.2,1059
"Mariposa",2015-01-01,"4 652",10.4,1073
"Mariposa",2015-02-01,"4 748",10.5,1085
"Mariposa",2015-03-01,"4 777",9.8,1115
"Mariposa",2015-04-01,"4 755",7.3,1113
"Mariposa",2015-05-01,"4 726",6.4,1118
"Mariposa",2015-06-01,"4 689",5.8,1128
"Mariposa",2015-07-01,"4 705",5.8,1122
"Mariposa",2015-08-01,"4 756",5.3,1127
"Mariposa",2015-09-01,"4 796",4.9,1109
"Mariposa",2015-10-01,"4 771",5.8,1103
"Mariposa",2015-11-01,"4 775",7,1102
"Mariposa",2015-12-01,"4 845",7.9,1113
"Mariposa",2016-01-01,"4 879",9.3,1127
"Mariposa",2016-02-01,"4 860",8.8,1124
"Mariposa",2016-03-01,"4 843",9.4,1136
"Mariposa",2016-04-01,"4 836",7.5,1142
"Mariposa",2016-05-01,"4 855",6.2,1127
"Mariposa",2016-06-01,"4 874",5.8,1112
"Mariposa",2016-07-01,"4 860",5.8,1085
"Mariposa",2016-08-01,"4 838",5.5,1089
"Mariposa",2016-09-01,"4 836",5.2,1066
"Mariposa",2016-10-01,"4 818",5.7,1041
"Mariposa",2016-11-01,"4 800",6.4,1027
"Mariposa",2016-12-01,"4 810",7.4,1008
"Mariposa",2017-01-01,"4 840",8.6,1003
"Mariposa",2017-02-01,"4 833",8.7,1002
"Mariposa",2017-03-01,"4 815",7.8,1008
"Mariposa",2017-04-01,"4 791",6.2,1014
"Mariposa",2017-05-01,"4 803",5.2,1006
"Mariposa",2017-06-01,"4 804",4.9,1027
"Mariposa",2017-07-01,"4 859",4.9,1015
"Mariposa",2017-08-01,"4 854",4.8,1024
"Mariposa",2017-09-01,"4 858",4.2,1032
"Mariposa",2017-10-01,"4 904",4.7,1024
"Mariposa",2017-11-01,"4 842",5.5,1018
"Mariposa",2017-12-01,"4 839",6.3,1032
"Mariposa",2018-01-01,"4 910",7.1,1040
"Mariposa",2018-02-01,"4 908",7.5,1042
"Mariposa",2018-03-01,"4 894",6.9,1041
"Mariposa",2018-04-01,"4 830",5.4,1035
"Mariposa",2018-05-01,"4 791",4.5,1031
"Mariposa",2018-06-01,"4 823",4.8,1017
"Mariposa",2018-07-01,"4 872",4.4,996
"Mariposa",2018-08-01,"4 857",4.9,1011
"Mariposa",2018-09-01,"4 875",3.8,1014
"Mariposa",2018-10-01,"4 874",4.4,1016
"Mariposa",2018-11-01,"4 839",4.9,1008
"Mariposa",2018-12-01,NA,5.8,1028
"Mariposa",2019-01-01,NA,7.2,1048
"Mariposa",2019-03-01,NA,6.9,1025
"Mariposa",2019-04-01,NA,4.9,1027
"Mariposa",2019-05-01,NA,3.7,1045
"Mariposa",2019-06-01,NA,3.9,1128
"Mariposa",2019-07-01,NA,3.9,1127
"Mariposa",2019-08-01,NA,3.7,1155
"Mariposa",2019-09-01,NA,3,1178
"Mariposa",2019-10-01,NA,3.4,1203
"Mariposa",2019-11-01,NA,4.1,1185
"Mariposa",2019-12-01,NA,4.6,1215
